sentence_id,sentence,paragraph,document
2,De Stefani.,False,data/books/speeches-mussolini.html
0,"The selection of his speeches contained in this volume is not a mere translation, since, in fact, the exact equivalent of this book as it has been arranged, classified and edited is not to be found in any other language.",True,data/books/speeches-mussolini.html
1,"These speeches, illustrated by the valuable prefatory notes, almost all of which have been supplied to me by one who has been closely associated with Mussolini during the whole of his political career, serve, in my opinion, as could no biography, to reveal the mind, character and personality of Mussolini himself.",False,data/books/speeches-mussolini.html
2,"Delivered at intervals throughout the various stages of his career, from Socialist to Fascista Prime Minister, they enable the reader to follow intimately the events which led up to the Fascista Revolution and its leader’s attainment of his present strong position.",False,data/books/speeches-mussolini.html
3,"The forcible and sober style of his character, shorn of every unnecessary xixword, betrays the dynamic force and intense earnestness of this man, who has been compared to Cromwell for his drastic and dictatorial methods in the Chamber, and to Napoleon for his eagle-like perception, for his decisiveness and his marvellous power of leadership.",False,data/books/speeches-mussolini.html
0,"Mussolini is a volcanic genius, a bewitcher of crowds.",True,data/books/speeches-mussolini.html
1,"He seems a regular warrior, with an indomitable daring, great physical and moral courage, and he has seen death near him without wavering.",False,data/books/speeches-mussolini.html
2,"He is the real type of Roman Emperor, with a severe bronzed face, but which hides a kind and generous heart.",False,data/books/speeches-mussolini.html
3,"He is what people call a real “self-made man,” and is a great lover of the violin and of all kinds of sport: fencing, cycling, flying, riding and motoring.",False,data/books/speeches-mussolini.html
4,"Mussolini gets all he wants and quickly, and, as all his party do, knows exactly what he does want.",False,data/books/speeches-mussolini.html
0,Our movement has been crowned with success.,True,data/books/speeches-mussolini.html
1,The leader of our Party now holds the political power of the State for Italy and abroad.,False,data/books/speeches-mussolini.html
2,"While this New Government represents our triumph, it celebrates, at the same time, our victory in the name of those who by land and by sea promoted it; and it accepts also, for the purpose of pacification, men from other parties, provided they are true to the cause of the Nation.",False,data/books/speeches-mussolini.html
3,The Italian Fascisti are too intelligent to wish to abuse their victory.,False,data/books/speeches-mussolini.html
0,"Demobilise in the same perfectly orderly manner in which you assembled for this great achievement, destined—as we firmly believe—to open a new era in the history of Italy.",True,data/books/speeches-mussolini.html
1,"Return now to your usual occupations, as, in order to arrive at the summit of her fortunes, Italy needs to work.",False,data/books/speeches-mussolini.html
2,May nothing disturb the glory of these days through which we have just passed—days of superb passion and of Roman greatness.,False,data/books/speeches-mussolini.html
0,"In the fearless militarism of the dramatic speech with which this volume begins, the Socialistic activity of Benito Mussolini ends—of Benito Mussolini, who from the autumn of 1914 could have been considered the recognised and acclaimed leader of the Italian Socialist Party.",True,data/books/speeches-mussolini.html
1,"He had attained with giant strides the highest rank in the party’s hierarchy, namely the editorship of the Avanti, the chief organ of the political and syndicalist movement.",False,data/books/speeches-mussolini.html
2,"He had been a clever and aggressive writer in a weekly provincial paper of Forli, called La lotta di classe,[1] and an ardent Sunday orator for the “ville” of Romagna.",False,data/books/speeches-mussolini.html
3,"He had revealed himself a “comrade” of tremendous power at the Congress of Reggio Emilia, held in the summer of 1912, where he delivered a memorable speech bitterly criticising the flaccid mentality of Reformism then dominating the party.",False,data/books/speeches-mussolini.html
0,"My fate is decided, and it seems as if the sentence were to be executed with a certain solemnity.",True,data/books/speeches-mussolini.html
1,(Voices: “Louder!,False,data/books/speeches-mussolini.html
2,Louder!”),False,data/books/speeches-mussolini.html
0,"You are severer than ordinary judges who allow the fullest and most exhaustive defence even after the sentence, since they give ten days for the production of the motives of appeal.",True,data/books/speeches-mussolini.html
1,"If, then, it is decided, and you still think that I am unworthy of fighting any longer for your cause—(“Yes!",False,data/books/speeches-mussolini.html
2,yes!” is shouted by some of the most excited among the audience.,False,data/books/speeches-mussolini.html
3,)—then expel me.,False,data/books/speeches-mussolini.html
4,"But I have a right to exact a legal act of accusation, and in this meeting the public prosecutor has not yet intervened with regard either to the political or to the moral issues.",False,data/books/speeches-mussolini.html
5,"I shall, therefore, be condemned by an “order of the day” which means nothing.",False,data/books/speeches-mussolini.html
6,"In a case like this, I ought to have been told that I was unworthy to belong any longer to the party for definite reasons, in which case I should have accepted my fate.",False,data/books/speeches-mussolini.html
7,"This, however, has not been said, and a great many of you—if not all—will leave this room with an uneasy conscience.",False,data/books/speeches-mussolini.html
8,(Deafening voices: “No!,False,data/books/speeches-mussolini.html
9,no!”),False,data/books/speeches-mussolini.html
0,But you have not seen the last of me!,True,data/books/speeches-mussolini.html
1,"Twelve years of my party life are, or ought to be, a sufficient guarantee of my faith in Socialism.",False,data/books/speeches-mussolini.html
2,Socialism is something which takes root in the heart.,False,data/books/speeches-mussolini.html
3,"What divides me from you now is not a small dispute, but a great question over which the whole of Socialism is divided.",False,data/books/speeches-mussolini.html
4,"Amilcare Cipriani can no longer be your candidate because he declared, both by word of mouth and in writing, that if his seventy-five years allowed him, he would be in the trenches fighting the European military reaction which was stifling revolution.",False,data/books/speeches-mussolini.html
0,"Time will prove who is right and who is wrong in the formidable question which now confronts Socialism, and which it has never had to face before in the history of humanity, since never before has there been such a conflagration as exists to-day, in which millions of the proletariat are pitted one against the other.",True,data/books/speeches-mussolini.html
1,"This war, which has much in common with those of the Napoleonic period, is not an everyday event.",False,data/books/speeches-mussolini.html
2,"Waterloo was fought in 1814; perhaps 1914 will see some other principles fall to the ground, will see the salvation of liberty, and the beginning of a new era in the world’s history—(Loud applause greets this fitting historical comparison.",False,data/books/speeches-mussolini.html
3,")—and especially in the history of the proletariat, which at all critical moments has found me here with you in this same spot, just as it found me in the street.",False,data/books/speeches-mussolini.html
0,"I shall neither forgive nor have pity on those who are purposely reticent, those who show themselves hypocrites and cowards.",True,data/books/speeches-mussolini.html
1,And you will find me still on your side.,False,data/books/speeches-mussolini.html
2,You must not think that the middle classes are enthusiastic about our intervention.,False,data/books/speeches-mussolini.html
3,"They snarl and accuse us of temerity, and fear that the proletariat, once armed with bayonets, will use them for their own ends.",False,data/books/speeches-mussolini.html
4,"(Mingled applause, and cries of “No!",False,data/books/speeches-mussolini.html
5,no!”),False,data/books/speeches-mussolini.html
0,"Do not think that in taking away my membership card you will be taking away my faith in the cause, or that you will prevent my still working for Socialism and revolution.",True,data/books/speeches-mussolini.html
1,"(Hearty applause follows these last words of Mussolini, uttered with great energy and profound conviction.",False,data/books/speeches-mussolini.html
2,He descends from the platform and makes his way down the great hall.),False,data/books/speeches-mussolini.html
0,This speech was delivered under the stress of great excitement.,True,data/books/speeches-mussolini.html
1,"The most ardent supporters of active neutrality were assembled at Parma, a citadel of revolutionary Syndicalism, which opposed Party Socialism, and the majority of whose members, after the outbreak of the European War, sided against the Central Empires and in defence of intervention.",False,data/books/speeches-mussolini.html
2,"Among these we remember Giacinto Menotti Serrati, then Editor-in-chief of the Avanti, and Fulvio Zocchi, a ridiculous and malignant demagogue, now removed from political life.",False,data/books/speeches-mussolini.html
0,The last great continental war was from 1870 to 1871.,True,data/books/speeches-mussolini.html
1,"Prussia, guided by Bismarck and Moltke, defeated France and robbed her of two flourishing and populous provinces.",False,data/books/speeches-mussolini.html
2,"The Treaty of Frankfurt marked the triumph of Bismarck’s policy, which aimed at the incontestable hegemony of Prussia in Central Europe and the gradual Slavisation of the Balkan zones of Austria-Hungary.",False,data/books/speeches-mussolini.html
3,One recalls these features of Bismarck’s policy in trying to understand the different international crises which took place in Europe from ’70 up to the bewildering and extremely painful 10situation of to-day.,False,data/books/speeches-mussolini.html
4,"From ’70 onwards there were only remoter wars among the peoples of Eastern Europe, such as those between Russia and Turkey, Serbia and Bulgaria, Greece and Turkey, or wars in the colonies.",False,data/books/speeches-mussolini.html
5,"There was, in consequence, a widespread conviction that a European or world war was no longer possible.",False,data/books/speeches-mussolini.html
6,The most diverse reasons were put forward to maintain this argument.,False,data/books/speeches-mussolini.html
0,Illusions and Sophisms.,True,data/books/speeches-mussolini.html
1,"It was suggested, for example, that the perfecting of the instruments for making war must destroy its possibility.",False,data/books/speeches-mussolini.html
2,Ridiculous!,False,data/books/speeches-mussolini.html
3,War has always been deadly.,False,data/books/speeches-mussolini.html
4,"The perfecting of arms is relative to the progress—technical, mechanical and military—of the human race.",False,data/books/speeches-mussolini.html
5,In this respect the warlike machines of the ancient Romans are the equivalent of the mortars of 420 calibre.,False,data/books/speeches-mussolini.html
6,"They are made with the object of killing, and they do kill.",False,data/books/speeches-mussolini.html
7,The perfecting of instruments of war is no hindrance to warlike instincts.,False,data/books/speeches-mussolini.html
8,It might have the opposite effect.,False,data/books/speeches-mussolini.html
0,"Reliance was also placed on “human kindness” and other sentiments of humanity, of brotherhood and love, which ought, it was maintained, to bind all the different branches of the species “man” together regardless of barriers of land or sea.",True,data/books/speeches-mussolini.html
1,Another illusion!,False,data/books/speeches-mussolini.html
2,"It is very true that these feelings of sympathy and brotherliness exist; our century has, in truth, seen the rapid multiplication of philanthropic works for the alleviation of the hardships both of men and of animals; but along with these impulses exist others, profounder, higher and more vital.",False,data/books/speeches-mussolini.html
3,"We should not explain the universal phenomenon of war by attributing it to the caprices of monarchs, race-hatred or economic rivalry; we must take into account other feelings which each of us carries in his heart, and which made Proudhon exclaim, with that perennial truth which hides beneath the mask of paradox, that war was of “divine origin.”",False,data/books/speeches-mussolini.html
0,"11It was also maintained that the encouragement of closer international relations—economic, artistic, intellectual, political and sporting—by causing the peoples to become better acquainted, would have prevented the outbreak of war among civilised nations.",True,data/books/speeches-mussolini.html
1,"Norman Angell had founded his book upon the impossibility of war, proving that all the nations involved—victors and vanquished alike—would have their economic life completely convulsed and ruined in consequence.",False,data/books/speeches-mussolini.html
2,Another illusion laid bare!,False,data/books/speeches-mussolini.html
3,Lack of observation.,False,data/books/speeches-mussolini.html
4,The purely economic man does not exist.,False,data/books/speeches-mussolini.html
5,The story of the world is not merely a page of book-keeping; and material interests—luckily—are not the only mainspring of human actions.,False,data/books/speeches-mussolini.html
6,"It is true that international relations have multiplied; that there is, or was, freer interchange—political and economic—between the peoples of the different countries than there was a century ago.",False,data/books/speeches-mussolini.html
7,"But parallel with this phenomenon is another, which is that the people, with the diffusion of culture and the formation of an economic system of a national type, tend to isolate themselves psychologically and morally.",False,data/books/speeches-mussolini.html
0,Internationalism.,True,data/books/speeches-mussolini.html
1,"Side by side with the peaceful middle-class movement, which is not worth examination, flourished another of an international character, that of the working classes.",False,data/books/speeches-mussolini.html
2,"At the outbreak of war this class, too, gave evidence of its inefficiency.",False,data/books/speeches-mussolini.html
3,"The Germans, who ought to have set the example, flocked as a man to the Kaiser’s banner.",False,data/books/speeches-mussolini.html
4,The treachery of the Germans forced the Socialists of the other countries to fall back upon the basis of nationality and the necessity of national defence.,False,data/books/speeches-mussolini.html
5,The German unity automatically determined the unity of the other countries.,False,data/books/speeches-mussolini.html
6,"It is said, and justly, that international relations are like love; it takes two to carry them on.",False,data/books/speeches-mussolini.html
7,"Internationalism is ended; that which existed yesterday is dead, and it is 12impossible to foresee what form it will take to-morrow.",False,data/books/speeches-mussolini.html
8,"Reality cannot be done away with and cannot be ignored, and the reality is that millions and millions of men, for the most part of the working classes, are standing opposite one another to-day on the blood-drenched battlefields of Europe.",False,data/books/speeches-mussolini.html
9,"The neutrals, who shout themselves hoarse crying “Down with war!” do not realise the grotesque cowardice contained in that cry to-day.",False,data/books/speeches-mussolini.html
10,It is irony of the most atrocious kind to shout “Down with war!” while men are fighting and dying in the trenches.,False,data/books/speeches-mussolini.html
0,The Real Situation.,True,data/books/speeches-mussolini.html
1,"Between the two groups, the Triple Entente and the Austro-German Alliance, Italy has remained—neutral.",False,data/books/speeches-mussolini.html
2,"In the Triple Entente there is heroic Serbia, who has broken loose from the Austrian yoke; there is martyred Belgium, who refused to sell herself; there is republican France who has been attacked; there is democratic England; there is autocratic Russia, though her foundations are undermined by revolution.",False,data/books/speeches-mussolini.html
3,"On the other side there is Austria, clerical and feudal, and Germany, militarist and aggressive.",False,data/books/speeches-mussolini.html
4,At the outbreak of war Italy proclaimed herself neutral.,False,data/books/speeches-mussolini.html
5,Was the “exception” contemplated in the treaties?,False,data/books/speeches-mussolini.html
6,"It seems as if it were so, especially in view of the recent revelations made by Giolitti.",False,data/books/speeches-mussolini.html
7,"If the neutrality of the Government meant indifference, the neutrality of the Socialists and the economic organisations had an entirely different character and significance.",False,data/books/speeches-mussolini.html
8,The Socialist neutrality intended a general strike in the case of alliance with Austria; no practical opposition in the case of a war against her.,False,data/books/speeches-mussolini.html
9,"A distinction was made, therefore, between one war and another.",False,data/books/speeches-mussolini.html
10,"Further, the classes were allowed to be called up.",False,data/books/speeches-mussolini.html
0,"If the Government had mobilised, all the Socialists would have found it a natural and logical proceeding.",True,data/books/speeches-mussolini.html
1,"They admitted, therefore, that a nation has the right and duty to 13defend itself by recourse to arms, in case of attack from outside.",False,data/books/speeches-mussolini.html
2,"Neutrality understood in this way had necessarily to lead—with the progress of events, especially in Belgium—to the idea of intervention.",False,data/books/speeches-mussolini.html
0,The Bourgeoisie is Neutral.,True,data/books/speeches-mussolini.html
1,It is controversial whether Italy has a bourgeoisie in the generally accepted sense of the word.,False,data/books/speeches-mussolini.html
2,"Rather than the bourgeoisie and lower classes, there are rich and poor.",False,data/books/speeches-mussolini.html
3,"In any case, it is untrue that the Italian middle classes are, at the moment, jingoist.",False,data/books/speeches-mussolini.html
4,On the contrary they are neutral and desperately pacifist.,False,data/books/speeches-mussolini.html
5,"The banking world is neutral, the industrial classes have reorganised their business, and the agrarian population, small and great, are pacifists by tradition and temperament; the political and academic middle classes are neutral.",False,data/books/speeches-mussolini.html
6,Look at the Senate!,False,data/books/speeches-mussolini.html
7,"There are perhaps exceptions, young men who do not wish to stagnate in the dead pool of neutrality; but the middle classes, taken as a whole, are hostile to war and neutral.",False,data/books/speeches-mussolini.html
8,"As a conclusive proof, compare the tone of the middle-class papers to-day with that shown at the time of the Libyan campaign, and note the difference.",False,data/books/speeches-mussolini.html
9,The trumpet-call which then sounded for war is muffled now.,False,data/books/speeches-mussolini.html
10,"The language of the middle-class Press is uncertain, wavering and mysterious, neutral in word but, in effect, in favour of the Allies.",False,data/books/speeches-mussolini.html
11,Where are the trumpets that summoned us in the September of 1911?,False,data/books/speeches-mussolini.html
12,"The secret is out, and ought to make the Socialists, who are not stupid, stop and think.",False,data/books/speeches-mussolini.html
13,"On the one side are all the conservative and stagnant elements, and on the other the revolutionary and the living forces of the country.",False,data/books/speeches-mussolini.html
14,It is necessary to choose.,False,data/books/speeches-mussolini.html
0,We want the War!,True,data/books/speeches-mussolini.html
1,But we want the war and we want it at once.,False,data/books/speeches-mussolini.html
2,It is not true that military preparation is lacking.,False,data/books/speeches-mussolini.html
3,What does this waiting for the spring to come mean?,False,data/books/speeches-mussolini.html
0,"14Socialism ought not, and cannot, be against all wars because in that case it would have to deny fifty years of history.",True,data/books/speeches-mussolini.html
1,Do you want to judge and condemn in the same breath the war in Tripoli and the result of the French Revolution of 1793?,False,data/books/speeches-mussolini.html
2,And Garibaldi?,False,data/books/speeches-mussolini.html
3,"Is he, too, a jingoist?",False,data/books/speeches-mussolini.html
4,"You must distinguish between one war and another, as between one crime and another, one case of bloodshed and another.",False,data/books/speeches-mussolini.html
5,"Bovio said: “All the water in the sea would not suffice to remove the stain from the hands of Lady Macbeth, but a basinful would wash the blood from the hands of Garibaldi.”",False,data/books/speeches-mussolini.html
0,"Guesde, in a congress of French Socialists held a few weeks before the outbreak of war, declared that, in case of a conflagration, the nation that was most Socialist would be the victim of the nation that was least.",True,data/books/speeches-mussolini.html
1,"To prove this, notice the behaviour of the Italian Socialists.",False,data/books/speeches-mussolini.html
2,Look at them in Parliament.,False,data/books/speeches-mussolini.html
3,Treves lost time by quibbling.,False,data/books/speeches-mussolini.html
4,"At one moment he exclaimed, “We shall not deny the country.” In fact the country cannot be denied.",False,data/books/speeches-mussolini.html
5,"One does not deny one’s mother, even if she does not offer one all her gifts, even if she does force one to earn one’s living in the alluring streets of the world.",False,data/books/speeches-mussolini.html
6,(Great applause.),False,data/books/speeches-mussolini.html
0,"Treves said more: “We shall not oppose a war of defence.” If this is admitted, the necessity of arming ourselves is admitted.",True,data/books/speeches-mussolini.html
1,"You will not open the gates of Italy yet to the Austrian army, because they will come to pillage the houses and violate the women!",False,data/books/speeches-mussolini.html
2,I know it well.,False,data/books/speeches-mussolini.html
3,There are base wretches who blame Belgium for defending herself.,False,data/books/speeches-mussolini.html
4,"She might have pocketed the money of the Germans, they say, and allowed them a free passage; while resistance meant laying herself open to the scientific and systematic destruction of her towns.",False,data/books/speeches-mussolini.html
5,"But Belgium lives, and will live, because she refused to sell herself ignobly.",False,data/books/speeches-mussolini.html
6,"If she had done so, she would be dead for all time.",False,data/books/speeches-mussolini.html
7,"(Great applause, and cries of “Long live Belgium!” The cheering lasts for some minutes.)",False,data/books/speeches-mussolini.html
0,15The War of Defence.,True,data/books/speeches-mussolini.html
1,When do you want to begin to defend yourselves?,False,data/books/speeches-mussolini.html
2,When the enemy’s knee is on your chest?,False,data/books/speeches-mussolini.html
3,Wouldn’t it be better to begin a little earlier?,False,data/books/speeches-mussolini.html
4,"Wouldn’t it be better to begin to-day when it would not cost so much, rather than wait until to-morrow when it might be disastrous?",False,data/books/speeches-mussolini.html
5,Do you wish to maintain a splendid isolation?,False,data/books/speeches-mussolini.html
6,But in that case we must arm; arm and create a colossal militarism.,False,data/books/speeches-mussolini.html
0,"The Socialists, and I am still one, although an exasperated one, never brought forward the question of irredentism, but left it to the Republicans.",True,data/books/speeches-mussolini.html
1,We are in favour of a national war.,False,data/books/speeches-mussolini.html
2,"But there are also reasons, purely socialist in character, which spur us on towards intervention.",False,data/books/speeches-mussolini.html
0,The Europe of To-morrow.,True,data/books/speeches-mussolini.html
1,It is said that the Europe of to-morrow will not be any different from the Europe of yesterday.,False,data/books/speeches-mussolini.html
2,This is the most absurd and alarming hypothesis.,False,data/books/speeches-mussolini.html
3,"If you accept it, there is some absolute meaning for your neutrality.",False,data/books/speeches-mussolini.html
4,It is not worth while sacrificing oneself in order to leave things as they were before.,False,data/books/speeches-mussolini.html
5,But both mind and heart refuse to believe that this spilling of blood over three continents will lead to nothing.,False,data/books/speeches-mussolini.html
6,"Everything leads one to believe, on the contrary, that the Europe of to-morrow will be profoundly transformed.",False,data/books/speeches-mussolini.html
7,Greater liberty or greater reaction?,False,data/books/speeches-mussolini.html
8,More or less militarism?,False,data/books/speeches-mussolini.html
9,"Which of the two groups of Powers, by their victory, would assure us of better conditions of liberty for the working classes?",False,data/books/speeches-mussolini.html
10,There is no doubt about the answer.,False,data/books/speeches-mussolini.html
11,And in what way do you wish to assist in the triumph of the Triple Entente?,False,data/books/speeches-mussolini.html
12,Perhaps with articles in the papers and “orders of the day” in committee?,False,data/books/speeches-mussolini.html
13,Are these sentimental manifestations enough to raise up Belgium again?,False,data/books/speeches-mussolini.html
14,To relieve France?,False,data/books/speeches-mussolini.html
15,This France which bled for Europe in the revolutions and wars from ’89 to ’71 and from ’71 to ’14?,False,data/books/speeches-mussolini.html
16,Do you then offer to the France of the “Rights of Man” nothing but words?,False,data/books/speeches-mussolini.html
0,16Against Apathy.,True,data/books/speeches-mussolini.html
1,"Tell me—and this is the supreme reason for intervention—tell me, is it human, civilised, socialistic, to stop quietly at the window while blood is flowing in torrents, and to say, “I am not going to move, it does not matter to me a bit”?",False,data/books/speeches-mussolini.html
2,Can the formula of “sacred egoism” devised by the Hon.,False,data/books/speeches-mussolini.html
3,Salandra be accepted by the working classes?,False,data/books/speeches-mussolini.html
4,No!,False,data/books/speeches-mussolini.html
5,I do not think so.,False,data/books/speeches-mussolini.html
6,The law of solidarity does not stop at economic competition; it goes beyond.,False,data/books/speeches-mussolini.html
7,Yesterday it was both fine and necessary to contribute in aid of struggling companions; but to-day they ask you to shed your blood for them.,False,data/books/speeches-mussolini.html
8,They implore it.,False,data/books/speeches-mussolini.html
9,Intervention will shorten the period of terrible carnage.,False,data/books/speeches-mussolini.html
10,"That will be to the advantage of all, even of the Germans, our enemies.",False,data/books/speeches-mussolini.html
11,Will you refuse this proof of solidarity?,False,data/books/speeches-mussolini.html
12,"If you do, with what dignity will you, Italian proletarians, show yourselves abroad to-morrow?",False,data/books/speeches-mussolini.html
13,"Do you not fear that your German comrades will reject you, because you betrayed the Triple Entente?",False,data/books/speeches-mussolini.html
14,"Do you not fear that those in France and Belgium, showing you their land still scarred by graves and trenches, and pointing out with pride their ruined towns, will say to you: “Where were you, and what did you do, O Italian Proletarians, when we fought desperately against the Austro-German militarism to free Europe from the incubus of the hegemony of the Kaiser?” In that day you will not know how to answer; in that day you will be ashamed to be Italian, but it will be too late!",False,data/books/speeches-mussolini.html
0,The People’s War.,True,data/books/speeches-mussolini.html
1,Let us take up again the Italian traditions.,False,data/books/speeches-mussolini.html
2,The people who want the war want it without delay.,False,data/books/speeches-mussolini.html
3,In two months’ time it might be an act of brigandage; to-day it is a war to be fought with courage and dignity.,False,data/books/speeches-mussolini.html
0,"War and Socialism are incompatible, understood in their universal sense, but every epoch and every people has had its wars.",True,data/books/speeches-mussolini.html
1,Life is relative; the absolute only exists in the 17cold and unfruitful abstract.,False,data/books/speeches-mussolini.html
2,"Those who set too much store by their skins will not go into the trenches, and you will not find them even in the streets in the day of battle.",False,data/books/speeches-mussolini.html
3,"He who refuses to fight to-day is an accomplice of the Kaiser, and a prop of the tottering throne of Francis Joseph.",False,data/books/speeches-mussolini.html
4,"Do you wish mechanical Germany, intoxicated by Bismarck, to be once more the free and unprejudiced Germany of the first half of last century?",False,data/books/speeches-mussolini.html
5,Do you wish for a German Republic extending from the Rhine to the Vistula?,False,data/books/speeches-mussolini.html
6,"Does the idea of the Kaiser, a prisoner and banished to some remote island, make you laugh?",False,data/books/speeches-mussolini.html
7,Germany will only find her soul through defeat.,False,data/books/speeches-mussolini.html
8,With the defeat of Germany the new and brilliant spring will burst over Europe.,False,data/books/speeches-mussolini.html
0,"It is necessary to act, to move, to fight and, if necessary, to die.",True,data/books/speeches-mussolini.html
1,Neutrals have never dominated events.,False,data/books/speeches-mussolini.html
2,They have always gone under.,False,data/books/speeches-mussolini.html
3,It is blood which moves the wheels of history!,False,data/books/speeches-mussolini.html
4,(Frantic bursts of applause.),False,data/books/speeches-mussolini.html
0,"The progress of Milanese, which is to say of Italian interventionalism, thanks to the authority and the influence of the Lombard metropolis, the throbbing heart of the country, begins with the meeting held in the great hall of the Istituto Tecnico Carlo Cattaneo.",True,data/books/speeches-mussolini.html
1,"At this meeting there were present forty-five “fasci,” called “fasci di azione rivoluzionaria,” formed almost entirely in the principal regional and provincial centres.",False,data/books/speeches-mussolini.html
2,"Among the most notable supporters were a group of soldiers of the 61st and 62nd Infantry, the poet Ceccardo Roccatagliata Ceccardi, and the old Garibaldian patriot Ergisto Bezzi, called the “Ferruccio” of the Trentino.",False,data/books/speeches-mussolini.html
0,"While listening to the reports which were made here, my mind carried me back to the first Congresses of the International, when the representatives of the various sections of the different countries prepared written reports which gave full details as to the situations of the respective peoples.",True,data/books/speeches-mussolini.html
1,This was a splendid means of coming to a closer understanding.,False,data/books/speeches-mussolini.html
2,I pass now to speak of the international state of affairs.,False,data/books/speeches-mussolini.html
0,The diplomatic and political situation cannot be spoken of without the military.,True,data/books/speeches-mussolini.html
1,"The military situation is stationary, although, to-day, it is clearly in favour of the Germans, who occupy the whole of Belgium, with the exception of 19880 square kilometres, who hold ten rich and populous departments of France, and a great part of Russian Poland.",False,data/books/speeches-mussolini.html
2,"Besides, the recent attack upon Dunkirk and the activity of the submarines and dirigibles show that the Germans are still full of fight, and wish to carry the war on literally to the utmost limits of their powers of attack and defence.",False,data/books/speeches-mussolini.html
3,Thus the intervention of Italy is not late.,False,data/books/speeches-mussolini.html
4,"I think the right moment has come now, when the military situation hangs in the balance.",False,data/books/speeches-mussolini.html
5,"There is neither advance nor retreat on either side, for which reason it would be a good thing to decide the game by the introduction of a new factor, the intervention of Italy and Roumania.",False,data/books/speeches-mussolini.html
0,Russia.,True,data/books/speeches-mussolini.html
1,It really seems to me that there was a moment of slackness in the pursuit of the war on the part of Austria and Russia.,False,data/books/speeches-mussolini.html
2,"It is enough to call to mind a short paragraph in an official Russian paper, the Ruskoie Slovo, in order to realise that there was a time when Russia wavered.",False,data/books/speeches-mussolini.html
0,"“It is true,” says the paper, “that on the 4th September, Russia, France, England, Belgium and Serbia undertook not to make peace individually; but this pledge brings with it the necessity of supporting the expenses of war in common, especially now that Turkey has come to the help of the Central Powers.",True,data/books/speeches-mussolini.html
1,Our treasury is empty.,False,data/books/speeches-mussolini.html
2,Where can we obtain that money which is more important than men?,False,data/books/speeches-mussolini.html
3,"If England refuses, we shall be obliged to end the war in any way convenient to Russia.” Really threatening words these, of which England, however, understood the meaning, and immediately took steps to prevent their realisation by launching the loan of fifteen milliards in favour of 20Russia to be subscribed to in the capitals of the Triple Entente.",False,data/books/speeches-mussolini.html
4,"And, in fact, immediately after the announcement of the loan the tone of the official papers changed, and there was no more talk of making a separate peace.",False,data/books/speeches-mussolini.html
0,Austria.,True,data/books/speeches-mussolini.html
1,There were other symptoms of restlessness in Austria.,False,data/books/speeches-mussolini.html
2,"Clearly, up to the present, Austria has been sacrificed the most.",False,data/books/speeches-mussolini.html
3,She has lost Galicia and been defeated by the Russians and Serbs.,False,data/books/speeches-mussolini.html
0,It may be then that the resignation of Berchtold is an indication that Austrian politics are taking a new direction.,True,data/books/speeches-mussolini.html
1,In what sense?,False,data/books/speeches-mussolini.html
2,I do not think in the pacifist sense.,False,data/books/speeches-mussolini.html
3,"Austria is tied to Germany, and Germany leans upon Austria and Hungary.",False,data/books/speeches-mussolini.html
4,"Burian’s journey to the German General Staff was made, I think, with the object of obtaining military aid for Hungary.",False,data/books/speeches-mussolini.html
5,"Austria and Hungary are preparing themselves against Roumania, because this nation will probably intervene before Italy.",False,data/books/speeches-mussolini.html
0,Roumania.,True,data/books/speeches-mussolini.html
1,"Roumania has four million men concentrated in Transylvania under the rule of Austria-Hungary; she is a young nation with a perfect army of 500,000 men, and she will be obliged to end her hesitation, probably owing to the fact that the Russians are at her frontier.",False,data/books/speeches-mussolini.html
2,"Nothing would embarrass the Roumanians as much as this, since they remember that in 1878 the Russians occupied Bessarabia.",False,data/books/speeches-mussolini.html
3,"When the Russians, therefore, are in Transylvania, the intervention of Roumania will be decided at once.",False,data/books/speeches-mussolini.html
0,Valona.,True,data/books/speeches-mussolini.html
1,"One fact that has a certain importance where Italy is concerned is the occupation of Valona, which has come about in curious circumstances with the occupation of Sasseno, and the landing of the marines before the Bersaglieri.",False,data/books/speeches-mussolini.html
2,I do not think that there are really rebels in 21Albania; and I think that Italy will stop at Valona.,False,data/books/speeches-mussolini.html
3,"I do not think either that Valona will run any serious risk, because the Albanians have rifles but no artillery.",False,data/books/speeches-mussolini.html
4,"Albania does not exist in the true sense of the word, as the Albanians are divided both by race and tribe, and I do not think that an organised movement is to be feared.",False,data/books/speeches-mussolini.html
0,Switzerland.,True,data/books/speeches-mussolini.html
1,"One point that we must take into consideration is the position of Switzerland—a point, to my mind, rather obscure.",False,data/books/speeches-mussolini.html
2,"It is true that we can feel, to a certain extent, reassured by the fact that the President of Switzerland at the moment is an Italian.",False,data/books/speeches-mussolini.html
3,But without doubt a restless state of mind prevails among the German element there.,False,data/books/speeches-mussolini.html
4,"The voice of race calls louder than the voice of political union; the German Swiss lay down laws; they circulate pamphlets which say “Let us remain Swiss”; they go in search of the Swiss spirit, but I think that it would be difficult to find it.",False,data/books/speeches-mussolini.html
5,"In any case, it is certain that they make acid comments on the articles in the Popolo d’Italia!",False,data/books/speeches-mussolini.html
6,"Taken as a whole it can be said that a Pan-German movement has developed in German Switzerland, which manifests open sympathy towards the Central Powers.",False,data/books/speeches-mussolini.html
0,"Zahn, a Swiss writer, in this way published an ode and sent money to the German Red Cross.",True,data/books/speeches-mussolini.html
